concept;feature
sink;has a plug
sink;is used to wash
sink;has a plughole
sink;made of metal
sink;is found in kitchens
sink;is found in bathrooms
sink;has a basin
sink;does washing up
sink;is for washing hands
sink;is white
sink;made of plastic
sink;has a bowl
sink;has a drain
sink;is circular_round
sink;does drain
sink;has a cold tap
sink;has a hot tap
sink;is a vessel
sink;is found in buildings
sink;is rectangular_square
sink;is used to wash clothes
sink;is used to wash food
sink;does need cleaning
sink;has a water source
sink;has an overflow channel
sink;has two taps
sink;is a receptacle for water
sink;is filled
sink;is found in the toilet
sink;is hard
sink;is heavy
sink;is shiny
sink;is used for cleaning
sink;is used for washing your face
sink;is watertight_waterproof
sink;made of steel
sink;made of stone
skateboard;has wheels
skateboard;made of wood
skateboard;has a deck
skateboard;does stunts_tricks
skateboard;has four wheels
skateboard;made of plastic
skateboard;is fast
skateboard;is for children
skateboard;is used by boys
skateboard;is dangerous
skateboard;is entertaining_fun
skateboard;is transport
skateboard;is used by teenagers
skateboard;does roll
skateboard;made of metal
skateboard;has decoration
skateboard;has grip tape
skateboard;is hard to use
skateboard;is played with
skateboard;is used at skateparks
skateboard;is used for skateboarding
skateboard;is used in sport
skateboard;has a grip_grips
skateboard;has a rider
skateboard;is a toy
skateboard;is cool
skateboard;is flat
skateboard;is long
skateboard;is used by skater dudes
skateboard;made of rubber
skateboard;does come in colours
skateboard;does jump
skateboard;does move
skateboard;does skate
skateboard;does slide
skateboard;has ball bearings
skateboard;has curved edges
skateboard;has trucks
skateboard;is pushed with feet
skateboard;is ridden by tony hawk
skateboard;is stood on
skateboard;is used for doing ollies
skateboard;is used on half pipes
skateboard;is used on hard surfaces
skirt;is for women_females_girls
skirt;is clothing
skirt;is worn
skirt;made of fabric_cloth_material
skirt;is short
skirt;made of cotton
skirt;is long
skirt;has pleats
skirt;made of denim
skirt;is colourful
skirt;is worn around the waist
skirt;is worn on the lower body
skirt;made of polyester
skirt;does come in lengths
skirt;does cover
skirt;is fashionable
skirt;made of leather
skirt;does cover legs
skirt;is pretty_attractive_beautiful
skirt;does cover the bottom
skirt;has a zip
skirt;has buttons
skirt;is associated with summer
skirt;is feminine
skirt;is smart
skirt;does blow in the wind
skirt;does wrap around
skirt;has a hem
skirt;has a waistband
skirt;has pockets
skirt;has ruffles
skirt;is a kilt
skirt;is circular_round
skirt;is cute
skirt;is patterned
skirt;is sexy
skirt;made of linen
skirt;made of nylon
skirt;made of silk
skirt;made of wool
skis;is used in snow
skis;is for skiing
skis;is long
skis;made of plastic
skis;is thin
skis;made of wood
skis;is flat
skis;has a strap_straps
skis;is fast
skis;does come in pairs
skis;does slide
skis;is curved
skis;is entertaining_fun
skis;is worn on feet
skis;does attach to boots
skis;is expensive
skis;is planks
skis;is used in winter
skis;is used on mountains
skis;is used with poles
skis;made of metal
skis;does go downhill
skis;has bindings
skis;is dangerous
skis;is for a hobby
skis;is thin planks
skis;is two planks
skis;is used on ski slopes
skis;made of fibre glass
skis;has edges
skis;is adventurous
skis;is flexible
skis;is for holidays
skis;is for jumping
skis;is hired
skis;is sleek
skis;is sports equipment
skis;is stood on
skis;is used in sport
skis;is used in the winter Olympics
skunk;does smell_is smelly
skunk;is black
skunk;is white
skunk;is an animal
skunk;has a tail
skunk;has fur_hair
skunk;is a mammal
skunk;is striped
skunk;has four legs
skunk;has legs
skunk;has a long tail
skunk;has a bushy tail
skunk;is small
skunk;does spray
skunk;does walk
skunk;does warn off predators
skunk;is found in America
skunk;does run
skunk;does walk on all fours
skunk;does eat
skunk;does sleep
skunk;has eyes
skunk;has feet
skunk;has flesh
skunk;is a rodent
skunk;is disgusting
skunk;is low to the ground
sledge;made of wood
sledge;is used in snow
sledge;is entertaining_fun
sledge;made of plastic
sledge;does slide
sledge;has runners
sledge;is pulled
sledge;is for children
sledge;is transport
sledge;is fast
sledge;is pulled by dogs
sledge;has a seat_seats
sledge;has a smooth base
sledge;is used in winter
sledge;made of metal
sledge;is used on ice
sledge;does carry_transport
sledge;does carry_transport goods
sledge;does carry_transport people
sledge;does sledging
sledge;has a handle_handles
sledge;has skids
sledge;is a toy
sledge;is from the arctic
sledge;is used on hills
sledge;does go downhill
sledge;does slide down hill
sledge;does travel
sledge;has a base
sledge;is long
sledge;is played with
sledge;is ridden
sledge;is used in cold countries
slippers;is worn
slippers;is indoors
slippers;is comfortable
slippers;is worn on feet
slippers;has a sole
slippers;does keep feet warm
slippers;does come in pairs
slippers;made of fabric_cloth_material
slippers;is soft
slippers;is footwear
slippers;is shoes
slippers;is warm
slippers;is associated with old people
slippers;does protect
slippers;is furry
slippers;made of wool
slippers;does protect feet
slippers;is casual
slippers;is worn at bedtime_night
slippers;is worn in winter
slippers;is worn when relaxing
slippers;made of plastic
slippers;made of rubber
slippers;has a rubber sole
slippers;is boot like
slippers;is clothing
slippers;is colourful
slippers;is easy to get on and off
slippers;is for men
slippers;is for women_females_girls
slippers;is not durable
slippers;is slip on
slippers;is worn with pyjamas
slippers;made of cotton
slippers;made of leather
slippers;made of soft fabric
slippers;made of towelling
slug;is slimy
slug;does eat
slug;is small
slug;does eat plants
slug;has no shell
slug;does not like salt
slug;has antenna
slug;is like a snail
slug;does leave a trail
slug;is an animal
slug;is slow
slug;is black
slug;is brown
slug;is disgusting
slug;is fat
slug;does like moisture
slug;has eyes
slug;has slime
slug;is a mollusc
slug;is a pest
slug;is ugly
slug;does crawl
slug;does eat lettuce
slug;does move
slug;has a foot
slug;has eyes on stalks
slug;has no legs
slug;has tentacles
slug;is eaten_edible
slug;is found in gardens
slug;is grey
slug;is killed
slug;is killed by pellets
slug;is soft
slug;is squashy_squidgy_squishy
slug;does eat leaves
slug;has mucous
slug;is alive
slug;is an invertebrate
slug;is slippery
slug;is wet
slug;does climb
slug;does live on the ground
slug;does wriggle
slug;is a gastropod
slug;is an insect
slug;is eaten by birds
slug;is eaten by hedgehogs
slug;is long
slug;is orange
slug;is sticky
snail;has a shell
snail;is slow
snail;is slimy
snail;is a mollusc
snail;does leave a trail
snail;does eat
snail;does move slowly
snail;has one foot
snail;has eyes
snail;is found in gardens
snail;has antenna
snail;has eyes on stalks
snail;is eaten_edible
snail;is small
snail;does move
snail;does retract into its shell
snail;does eat plants
snail;is eaten in France
snail;is an animal
snail;does carry shell on back
snail;does eat leaves
snail;does get stepped on
snail;does slide
snail;is a hermaphrodite
snail;is a pest
snail;is a slug with a shell
snail;is crushed
snail;is herbivorous
snail;is killed by salt
snail;is spiral shaped
snail;does crawl
snail;does eat lettuce
snail;does live in water
snail;does live on land
snail;has a foot
snail;is a gastropod
snail;is an insect
snail;is an invertebrate
snail;is eaten by birds
snail;is nocturnal
sock;is worn on feet
sock;made of cotton
sock;does come in pairs
sock;does keep feet warm
sock;is worn
sock;made of fabric_cloth_material
sock;made of wool
sock;is clothing
sock;does come in colours
sock;does smell_is smelly
sock;does stop shoes rubbing
sock;is warm
sock;made of elastic
sock;has a heel
sock;is comfortable
sock;is long
sock;is patterned
sock;is soft
sock;is worn under shoes
sock;made of polyester
sock;does absorb sweat
sock;does come in lengths
sock;is short
sock;does insulate
sock;does protect feet
sock;has toes
sock;is associated with Christmas
sock;is lost in the wash
sock;is plain
sock;is worn in winter
sofa;has cushions
sofa;is comfortable
sofa;is in the living room
sofa;is sat on
sofa;made of fabric_cloth_material
sofa;has arms
sofa;is big_large
sofa;is furniture
sofa;is soft
sofa;made of leather
sofa;is a seat
sofa;is for sleep
sofa;has a back
sofa;has feet
sofa;has stuffing
sofa;has legs
sofa;is for watching TV
sofa;has a cover
sofa;has a frame
sofa;has springs
sofa;is for lying on
sofa;is heavy
sofa;is part of a suite
sofa;is upholstered
sofa;made of cotton
sofa;made of soft fabric
soup;made of vegetables
soup;is liquid
soup;is food
soup;is eaten_edible
soup;is hot
soup;is tasty
soup;made of meat
soup;made of stock
soup;is eaten with bread
soup;does come in cans_tins
soup;is eaten with a spoon
soup;is healthy
soup;is warm
soup;made of water_is watery
soup;is cold
soup;is drunk
soup;is in a bowl
soup;does warm
soup;has ingredients
soup;does smell_is smelly
soup;has chunks
soup;is blended
soup;is eaten as starter
soup;is in a carton
soup;is nourishing
soup;is thick
soup;does contain pasta
soup;has flavours
soup;is eaten in winter
soup;made of chicken
soup;has croutons
soup;is cheap
soup;is cooked in a saucepan
soup;is easy to digest
soup;is gazpacho
soup;is in a mug
soup;is salty
soup;is savoury
soup;is smooth
soup;made of tomatoes
spade;made of metal
spade;does dig
spade;has a handle_handles
spade;is a tool
spade;is used for gardening
spade;made of wood
spade;has a wooden handle
spade;is a garden tool
spade;is useful
spade;has a blade_blades
spade;is heavy
spade;made of plastic
spade;does move earth
spade;is found in sheds
spade;is long
spade;has a flat blade
spade;does dig holes
spade;does lift
spade;is used to move
spade;is big_large
spade;is found on beaches
spade;is held
spade;is sharp
spade;is strong
spade;does cut
spade;does shovel
spade;has a plastic handle
spade;has a sharp edge_edges
spade;is a lever
spade;is a toy
spade;is flat
spade;is hard
spade;is like a shovel
spade;is muddy
spade;is used with your foot
spanner;made of metal
spanner;is a tool
spanner;does tighten
spanner;does loosen
spanner;is useful
spanner;does tighten bolts
spanner;has a handle_handles
spanner;does loosen bolts
spanner;does turn
spanner;has two ends
spanner;is any size
spanner;is used by mechanics
spanner;is found in tool box
spanner;is small
spanner;is heavy
spanner;has a shaped end
spanner;is a lever
spanner;is hard
spanner;is used by workmen
spanner;does DIY
spanner;does fit
spanner;does turn nuts
spanner;is used by hand
sparrow;is a bird
sparrow;has wings
sparrow;is small
sparrow;has a beak
sparrow;has feathers
sparrow;is brown
sparrow;does fly
sparrow;has a tail
sparrow;has legs
sparrow;does eat
sparrow;does lay eggs
sparrow;does nest
sparrow;is found in gardens
sparrow;does chirp
sparrow;does eat seeds
sparrow;has eyes
sparrow;is an animal
sparrow;is cute
sparrow;is endangered
sparrow;is found in Britain_UK_England
sparrow;does eat insects
sparrow;does live in trees
sparrow;has claws
sparrow;is alive
sparrow;is found in flocks
sparrow;does hop
sparrow;does sing
sparrow;has feet
sparrow;is a garden bird
sparrow;is common
sparrow;does eat worms
sparrow;has a head
sparrow;has a small beak
sparrow;has thin legs
sparrow;has two legs
sparrow;is a small bird
sparrow;is black
sparrow;is hunted_is prey
sparrow;is mottled
sparrow;is prey of larger birds
sparrow;made of bones
spatula;made of plastic
spatula;has a handle_handles
spatula;made of metal
spatula;is found in kitchens
spatula;made of wood
spatula;is flat
spatula;is used in cooking
spatula;is a utensil
spatula;is used in food preparation
spatula;is long
spatula;is a tool
spatula;does flip things
spatula;does scrape
spatula;is a kitchen utensil
spatula;does lift
spatula;does scoop
spatula;does stir
spatula;is a cooking utensil
spatula;is used to make cakes
spatula;has a long handle
spatula;has an end
spatula;is flexible
spatula;is handheld
spatula;is like a spoon
spatula;is thin
spatula;is used to mix
spatula;is used to turn food
spatula;is useful
spatula;made of rubber
spatula;is big_large
spatula;is found in laboratories
spatula;is used for applying glue
spatula;is used for baking
spatula;is used in chemistry
spatula;is used in icing
spatula;is used to scrape bowls
spear;made of metal
spear;is a weapon
spear;has a point
spear;made of wood
spear;is sharp
spear;is long
spear;is thrown
spear;does kill
spear;is dangerous
spear;is used for hunting
spear;has a handle_handles
spear;has a head
spear;is thin
spear;is used in battle_war
spear;made of flint
spear;does hurt
spear;does stab
spear;has a shaft
spear;is an old weapon
spear;is used to catch fish
spear;has a long handle
spear;has a metal point
spear;has a sharp point
spear;is a pole
spear;is for attack
spear;is thrust
spear;does pierce
spear;has an arrow head
spear;is cylindrical
spear;is like a javelin
spear;is used by cavemen
spear;is used for fighting
speedboat;is fast
speedboat;has an engine
speedboat;is a boat
speedboat;does float
speedboat;made of metal
speedboat;is found on water
speedboat;has a steering wheel
speedboat;made of plastic
speedboat;has a propeller
speedboat;is expensive
speedboat;made of fibre glass
speedboat;is aerodynamic_streamlined
speedboat;has a hull
speedboat;has a seat_seats
speedboat;is entertaining_fun
speedboat;is noisy_loud
speedboat;is small
speedboat;has a big engine
speedboat;is dangerous
speedboat;is for holidays
speedboat;is white
speedboat;does drive_is driven
speedboat;does make big waves
speedboat;does move
speedboat;has a windscreen
speedboat;has gears
speedboat;is a vehicle
speedboat;is ridden
speedboat;is transport
speedboat;does use fuel_diesel_petrol
speedboat;is big_large
speedboat;is electric
speedboat;is exciting
speedboat;is found in seas
speedboat;is light
speedboat;is owned by rich people
speedboat;is strong
speedboat;is used for watersports
speedboat;is used to rescue
speedboat;is used to show off
speedboat;made of wood
spider;has legs
spider;has eight legs
spider;does spin webs
spider;has fur_hair
spider;does eat
spider;does eat flies
spider;is an arachnid
spider;is scary
spider;is an insect
spider;does crawl
spider;is poisonous
spider;is an animal
spider;is black
spider;has eyes
spider;is a phobia
spider;does catch
spider;has a body
spider;is small
spider;does eat insects
spider;does lay eggs
spider;does move
spider;has several eyes
spider;is big_large
spider;is fast
spider;does bite
spider;does hang from ceilings
spider;does trap prey in web
spider;has species
spider;is harmless
spider;has fangs
spider;is a creepy crawly
spider;is any size
spider;is creepy
spider;is dangerous
spider;is spindly
spinach;is green
spinach;has leaves
spinach;is a vegetable
spinach;is healthy
spinach;has iron
spinach;is eaten by Popeye
spinach;is eaten_edible
spinach;is tasty
spinach;is used in cooking
spinach;is food
spinach;is a plant
spinach;does decrease in size when cooked
spinach;does grow
spinach;is eaten in salad
spinach;is eaten raw
spinach;made of cells
spinach;does need water
spinach;has vitamins
spinach;is disgusting_taste bad
spinach;is slimy
spinach;does get stuck in your teeth
spinach;does photosynthesise
spinach;is bitter
spinach;is farmed
spinach;is found in Britain_UK_England
spinach;is hard to get children to eat
spinach;is leaves from a plant
spinach;is steamed
spinach;is tasteless_bland
spinach;made of chlorophyll
spirit_level;has a bubble
spirit_level;is a tool
spirit_level;is used for levelling
spirit_level;is used to build_used by builders
spirit_level;made of metal
spirit_level;does hold_contain liquid_water
spirit_level;does measure
spirit_level;made of plastic
spirit_level;is long
spirit_level;made of glass
spirit_level;does DIY
spirit_level;does look like a ruler
spirit_level;is for drawing a straight line
spirit_level;is small
spirit_level;is to find the horizontal
spirit_level;is to find the vertical
spirit_level;is useful
spirit_level;has a tube
spirit_level;has two lines
spirit_level;is found in tool box
spirit_level;is rectangular_square
spirit_level;is straight
spirit_level;is yellow
spirit_level;made of spirit
spirit_level;made of water_is watery
spirit_level;made of wood
spirit_level;does measure tilt
spirit_level;has a bubble tube
spirit_level;has markings
spirit_level;is cuboid
spirit_level;is flat
spirit_level;is for putting up shelves
spirit_level;is in a hardware store
spirit_level;is thin
spoon;made of metal
spoon;has a handle_handles
spoon;is used for eating
spoon;is circular_round
spoon;is cutlery
spoon;made of plastic
spoon;does hold_contain liquid_water
spoon;has a round end
spoon;is a utensil
spoon;is shiny
spoon;has an end
spoon;made of wood
spoon;does scoop
spoon;is for soup
spoon;is useful
spoon;does stir
spoon;is curved
spoon;does measure
spoon;is an eating implement
spoon;does contain_hold
spoon;has a long handle
spoon;is small
spoon;is used in cooking
spoon;does pick up
spoon;has a bowl end
spoon;is a mirror
spoon;is a tool
spoon;is any size
spoon;is blunt
spoon;is common
spoon;is found in kitchens
spoon;is long
spoon;is thin
spoon;is used for desserts
spoon;is used for food that is soft
spoon;is used for yoghurt
spoon;made of silver
spoon;made of steel
squid;is found in seas
squid;is an animal
squid;is eaten_edible
squid;has tentacles
squid;is a sea animal
squid;does swim
squid;does squirt ink
squid;has legs
squid;has eyes
squid;does eat
squid;has eight legs
squid;has big eyes
squid;has suckers
squid;is big_large
squid;is calamari
squid;is like an octopus
squid;is slimy
squid;has arms
squid;is a fish
squid;is giant
squid;is rubbery
squid;is underwater
squid;does eat fish
squid;is eaten by humans
squid;is fried
squid;is seafood
squid;is slippery
squid;is soft
squid;is squashy_squidgy_squishy
squid;has a beak
squid;has a head
squid;has a mantle
squid;has a siphon
squid;has giant axons
squid;is a cephalopod
squid;is an invertebrate
squid;is chewy
squid;is clever_intelligent
squid;is pink
squid;is tasty
squid;is white
squirrel;does eat
squirrel;does eat nuts
squirrel;has a tail
squirrel;is red
squirrel;is grey
squirrel;has a bushy tail
squirrel;does bury nuts
squirrel;does climb
squirrel;has fur_hair
squirrel;is a rodent
squirrel;is small
squirrel;does climb trees
squirrel;does live in trees
squirrel;is a mammal
squirrel;is an animal
squirrel;does hibernate
squirrel;is fast
squirrel;does run
squirrel;does store things for winter
squirrel;has a big tail
squirrel;has a long tail
squirrel;has teeth
squirrel;is a pest
squirrel;is cute
squirrel;does jump
squirrel;does run from humans
squirrel;does squeak
squirrel;is found in Britain_UK_England
squirrel;is found in forests_woods
squirrel;is wild
squirrel;does bite
squirrel;does collect food
squirrel;does eat seeds
squirrel;has eyes
squirrel;has paws
squirrel;has whiskers
squirrel;is black
squirrel;is found in gardens
squirrel;is found in parks
squirrel;is scary
starling;is a bird
starling;has wings
starling;has a beak
starling;is small
starling;does fly
starling;has feathers
starling;is black
starling;does lay eggs
starling;does eat
starling;does nest
starling;does sing
starling;does eat insects
starling;has spots
starling;is brown
starling;has a tail
starling;has claws
starling;has feet
starling;has legs
starling;is a small bird
starling;is found in flocks
starling;has eyes
starling;has two feet
starling;is an animal
starling;is colourful
starling;is common
starling;is cute
starling;is found in gardens
starling;is noisy_loud
starling;does eat worms
starling;does make sound_a noise
starling;does peck
starling;does swoop
starling;has small eyes
starling;has white speckles
starling;is alive
starling;is eaten_edible
starling;is fast
stick;made of wood
stick;is long
stick;is from trees
stick;is thin
stick;is for walking
stick;is brown
stick;is thrown for dogs
stick;does hit
stick;does break
stick;has bark
stick;is thrown
stick;is dead
stick;is hard
stick;is multipurpose
stick;is played with
stick;does start fires
stick;does support
stick;has a point
stick;is a branch
stick;is cylindrical
stick;is straight
stick;does help old people to walk
stick;does point
stick;has a sharp edge_edges
stick;is a weapon
stick;is broken off a tree
stick;is found in parks
stick;is manmade
stick;is natural
stick;is part of plants
stick;is rough
stick;is thick
stick_insect;has legs
stick_insect;is an insect
stick_insect;is camouflaged
stick_insect;is thin
stick_insect;does look like a stick
stick_insect;is long
stick_insect;is brown
stick_insect;is a pet
stick_insect;is green
stick_insect;does crawl
stick_insect;does eat
stick_insect;has antenna
stick_insect;has six legs
stick_insect;has long legs
stick_insect;has thin legs
stick_insect;is an animal
stick_insect;does eat leaves
stick_insect;has a body
stick_insect;has a long body
stick_insect;does live on plants
stick_insect;is small
stick_insect;does move
stick_insect;has wings
stick_insect;is creepy
stick_insect;is hard to find
stick_insect;is slow
stick_insect;does climb
stick_insect;does live in trees
stick_insect;has eyes
stick_insect;is alive
stick_insect;is found in forests_woods
stick_insect;is fragile_delicate
stockings;is worn
stockings;is worn on the legs
stockings;is clothing
stockings;is for women_females_girls
stockings;made of tights
stockings;made of nylon
stockings;is sexy
stockings;made of fabric_cloth_material
stockings;is stretchy
stockings;is black
stockings;is long
stockings;is warm
stockings;made of silk
stockings;made of wool
stockings;does come in pairs
stockings;does cover
stockings;is associated with Christmas
stockings;is worn on feet
stockings;made of cotton
stockings;made of elastic
stockings;is filled by Santa
stockings;is filled with presents
stockings;is light
stockings;is lingerie
stockings;is old fashioned
stockings;is thin
stockings;made of netting
stockings;made of sheer fabric
stockings;does keep legs warm
stockings;does need suspenders
stockings;is clear_transparent
stockings;is colourful
stockings;is found in bedrooms
stockings;is hung over the fireplace
stockings;is hung up
stockings;is like socks
stockings;is sold_bought in supermarkets_shops
stockings;is tight
stockings;made of lycra
stone;is hard
stone;is heavy
stone;made of rock
stone;is circular_round
stone;is small
stone;is grey
stone;is solid
stone;is found in the ground
stone;is a building material
stone;is found on beaches
stone;made of minerals
stone;does come in colours
stone;does sink
stone;is any size
stone;is dangerous
stone;is shiny
stone;is smooth
stone;is thrown
stone;does erode
stone;does skim
stone;is dull in colour
stone;is natural
stone;is sharp
stone;does nothing
stone;has edges
stone;is a measurement of weight
stone;is big_large
stone;is brown
stone;is carved
stone;is decorative
stone;is durable
stone;is found outside
stone;is inanimate
stone;is wet
stone;made of sand
stone;made of stone
stool;made of wood
stool;is sat on
stool;has legs
stool;made of plastic
stool;has no back
stool;made of metal
stool;has four legs
stool;has three legs
stool;found in bars
stool;is small
stool;is a chair
stool;is a seat
stool;has a seat_seats
stool;is furniture
stool;is uncomfortable
stool;has a top
stool;is found in kitchens
stool;is stood on
stool;has a flat top
stool;is for children
stool;is for milking cows
stool;is tall
stool;does support weight
stool;has cushions
stool;has no arms
stool;is a small chair
stool;is bought at furniture shops
stool;is cheap
stool;is circular_round
stool;is for one person
stool;is for reaching high things
stool;is found in homes_houses
stool;is found in pubs
stool;is light
stool;is rectangular_square
stool;is short
stool;is sold_bought
stool;is useful
stove;is used in cooking
stove;is hot
stove;made of metal
stove;is found in kitchens
stove;does cook food
stove;does heat
stove;does burn
stove;has a hob
stove;is an oven
stove;does use fuel_diesel_petrol
stove;does use gas
stove;has a fire
stove;is old fashioned
stove;does burn wood
stove;is electric
stove;is useful
stove;does heat the house
stove;has a door_doors
stove;is a cooker
stove;is big_large
stove;is black
stove;is dangerous
stove;is heavy
stove;is warm
stove;made of cast iron
stove;does produce smoke
stove;has a dial
stove;has a flame
stove;has a shelf
stove;has heating plates
stove;is found in homes_houses
stove;is hard
strainer;made of metal
strainer;has holes
strainer;made of plastic
strainer;is found in kitchens
strainer;has a handle_handles
strainer;does drain water
strainer;is for food
strainer;does drain
strainer;does make tea
strainer;does strain
strainer;has small holes
strainer;is a utensil
strainer;is like a sieve
strainer;is used in cooking
strainer;does let liquid pass through it
strainer;does separate
strainer;has lots of holes
strainer;is a tool
strainer;is bowl-shaped
strainer;does filter
strainer;is a kitchen utensil
strainer;is circular_round
strainer;is needed for cooking pasta
strainer;is small
strainer;is useful
strainer;made of mesh
strainer;is a cooking utensil
strainer;is used for sieving flour
strainer;is used to strain vegetables
strawberry;is a fruit
strawberry;is red
strawberry;has pips_seeds
strawberry;is associated with summer
strawberry;is sweet
strawberry;has seeds on outside
strawberry;is tasty
strawberry;does grow
strawberry;is juicy
strawberry;is eaten with cream
strawberry;has leaves
strawberry;has a stalk_stem
strawberry;is eaten_edible
strawberry;is found in Britain_UK_England
strawberry;has small seeds
strawberry;is eaten as dessert
strawberry;is picked
strawberry;does grow on plants
strawberry;has green leaves
strawberry;is associated with Wimbledon
strawberry;is grown
strawberry;is heart shaped
strawberry;is small
strawberry;does go with Pimms
strawberry;does grow in ground
strawberry;does grow on bushes
strawberry;does ripen
strawberry;has skin_peel
strawberry;is a berry
strawberry;is a symbol
strawberry;is a symbol of love
strawberry;is red when ripe
strawberry;has a green stalk
strawberry;has a point
strawberry;has edible seeds
strawberry;has flesh
strawberry;has yellow seeds
strawberry;is dipped in chocolate
strawberry;is expensive
strawberry;is firm
strawberry;is green
strawberry;is healthy
strawberry;is in punnets
strawberry;is soft
strawberry;is used to make jam
submarine;is underwater
submarine;made of metal
submarine;has a periscope
submarine;does dive underwater
submarine;has a crew
submarine;is used in battle_war
submarine;is cramped
submarine;is used in army_military
submarine;does travel
submarine;has missiles
submarine;is a boat
submarine;is a vehicle
submarine;is a vessel
submarine;does carry_transport
submarine;is associated with navies
submarine;is watertight_waterproof
submarine;does carry_transport people
submarine;has sonar
submarine;has torpedoes
submarine;is used to spy
submarine;has port holes
submarine;is big_large
submarine;is covert
submarine;is heavy
submarine;is in Beatles song
submarine;is long
submarine;is nuclear
submarine;is sophisticated
submarine;is stealthy
submarine;is submergible
submarine;is transport
submarine;is yellow
submarine;does dive
submarine;does sail
submarine;does sink
submarine;does use fuel_diesel_petrol
submarine;has a hatch
submarine;has an air supply
submarine;has an engine
submarine;has radar
submarine;is air tight
submarine;is elliptical
submarine;is expensive
sugar;is sweet
sugar;is white
sugar;has grains_granules
sugar;is brown
sugar;made of cane
sugar;is added to tea
sugar;does come in cubes
sugar;is bad for teeth
sugar;is eaten_edible
sugar;is tasty
sugar;is used in desserts
sugar;does sweeten
sugar;is a problem for diabetics
sugar;is in food
sugar;is used in cakes
sugar;made of beet
sugar;is added to coffee
sugar;is crystalline
sugar;is sold_bought in supermarkets_shops
sugar;is used for baking
sugar;made of glucose
sugar;does come in bags
sugar;is a source of energy
sugar;is fructose
sugar;is caster
sugar;is food
sugar;is grown
sugar;is small grains
sugar;is unhealthy
sugar;is used in drinks
sugar;made of carbohydrate_starch
sugar;made of carbon
sugar;made of hydrogen
sugar;made of oxygen
sugar;is added to cereal
sugar;is an ingredient
sugar;is dark brown
sugar;is farmed
sugar;is found in fruit
sugar;is icing
sugar;is in a jar
sugar;is in chocolate
sugar;is in processed food
sugar;is in sachets
sugar;is lactose
sugar;is light brown
sugar;is small
sugar;is sucrose
suit;is smart
suit;has a jacket
suit;has trousers
suit;is worn
suit;made of fabric_cloth_material
suit;is clothing
suit;is for men
suit;is formal
suit;has a shirt
suit;has buttons
suit;is worn with a tie
suit;is black
suit;is worn at work
suit;has a collar
suit;has a zip
suit;has pockets
suit;made of cotton
suit;is dark
suit;is worn by businessmen
suit;has sleeves
suit;is for weddings
suit;has trousers and a jacket
suit;is expensive
suit;is fitted
suit;is professional
suit;is worn to interviews
suit;made of polyester
suit;made of wool
suit;has a waistcoat
suit;has lapels
suit;is grey
suit;is matching
suit;is pinstriped
suit;is pretty_attractive_beautiful
suit;is tailored
suit;is three piece
suit;is worn in the city
sultana;is a grape
sultana;is dried
sultana;is small
sultana;is a fruit
sultana;is a dried grape
sultana;is sweet
sultana;is wrinkly
sultana;is brown
sultana;is tasty
sultana;is eaten_edible
sultana;is like a raisin
sultana;is used in cakes
sultana;has sugar
sultana;is shrivelled
sultana;is used in muesli
sultana;made of a white grape
sultana;is a dried fruit
sultana;is food
sultana;is healthy
sultana;is soft
sultana;is squashy_squidgy_squishy
sultana;is used for baking
sultana;is used in cooking
sultana;has vitamins
sultana;is circular_round
sultana;is juicy
sultana;is orange
sultana;is used in puddings
sultana;does come in bags
sultana;does grow on vines
sultana;has a stalk_stem
sultana;has seeds
sultana;has skin
sultana;is a snack
sultana;is black
sultana;is chewy
sultana;is dark
sultana;is light brown
sultana;is similar to currants
sultana;is soaked
sultana;is sold_bought in supermarkets_shops
sultana;is used for yoghurt
sunflower;is yellow
sunflower;has petals
sunflower;is a flower
sunflower;has a stalk_stem
sunflower;is tall
sunflower;is big_large
sunflower;has seeds
sunflower;does grow
sunflower;has leaves
sunflower;does face the sun
sunflower;has roots
sunflower;is brown
sunflower;has a long stem
sunflower;has oil
sunflower;is a plant
sunflower;is pretty_attractive_beautiful
sunflower;has a centre
sunflower;has yellow petals
sunflower;is associated with summer
sunflower;is colourful
sunflower;does make people happy
sunflower;does photosynthesise
sunflower;has a brown centre
sunflower;has a big centre
sunflower;does need water
sunflower;has edible seeds
sunflower;is black
sunflower;is grown
sunflower;does bloom
sunflower;does grow in ground
sunflower;does need sunlight
sunflower;has a head
sunflower;has a thick stem
sunflower;has seeds used in bird food
sunflower;is alive
sunflower;is decorative
sunflower;is found in gardens
sunflower;is green
surfboard;made of wood
surfboard;is used on waves
surfboard;does ride waves
surfboard;is long
surfboard;does float
surfboard;is found in seas
surfboard;is used to surf
surfboard;made of fibre glass
surfboard;is cool
surfboard;is used in sport
surfboard;is flat
surfboard;is big_large
surfboard;made of plastic
surfboard;has a fin
surfboard;has a leash
surfboard;is thin
surfboard;is colourful
surfboard;is entertaining_fun
surfboard;is found on beaches
surfboard;is hard
surfboard;is sports equipment
surfboard;does stunts_tricks
surfboard;is a board
surfboard;is about 2 metres long
surfboard;is heavy
surfboard;is patterned
surfboard;is ridden
surfboard;is used by people
surfboard;is used in water
surfboard;made of wax
surfboard;does hold body weight
surfboard;does need skill to use
surfboard;has a point
surfboard;has a rider
surfboard;is adventurous
surfboard;is aerodynamic_streamlined
surfboard;is associated with the sun
surfboard;is fast
surfboard;is hard to stand up on
surfboard;is light
surfboard;is oval
